title,price,area,property_url,page_number,property_index,scraped_at,posting_date_text,parsed_posting_date,bathrooms,balcony,property_type,furnishing,floor_details,locality,society,status,facing,parking,ownership,transaction,overlooking,data_quality_score,validation_issues,is_valid
"2 BHK Builder Floor for Sale in Chakkarpur, Sector 28 Gurgaon",58.7 Lac,90 sqyrd,https://www.magicbricks.com/maruti-vihar-colony-chakkarpur-gurgaon-pdpid-4d4235303736393331,4,23,2025-08-11 12:26:22.214135,"Posted: Aug 05, '25",,2,,2 BHK,Semi-Furnished,Read more,,Maruti Vihar Colony,Ready to Move,,,,Resale,,78.9,[],True
"2 BHK Apartment for Sale in Behrampur Village, Sector 71, Sohna Road Gurgaon",73.8 Lac,1198 sqft,https://www.magicbricks.com/chd-avenue-71-behrampur-village-gurgaon-pdpid-4d4235303233303330,4,30,2025-08-11 12:26:22.218381,"Posted: Aug 05, '25",,2,,2 BHK,Semi-Furnished,,,CHD Avenue 71,Ready to Move,,,,Resale,,73.7,[],True
"3 BHK Apartment for Sale in Behrampur Village, Sector 71, Sohna Road Gurgaon",1.11 Cr,1802 sqft,https://www.magicbricks.com/chd-avenue-71-behrampur-village-gurgaon-pdpid-4d4235303233303330,5,1,2025-08-11 12:26:28.150850,"Posted: Aug 05, '25",,3,,3 BHK,Unfurnished,,,CHD Avenue 71,Ready to Move,,,,Resale,,73.7,[],True
3 BHK Apartment for Sale in Sarswati Kunj 2 Gurgaon,87.9 Lac,2450 sqft,https://www.magicbricks.com/adhunik-society-sarswati-kunj-ii-gurgaon-pdpid-4d4235303635393138,5,5,2025-08-11 12:26:28.153359,"Posted: Aug 05, '25",,3,,3 BHK,Semi-Furnished,,,Adhunik Society,Ready to Move,,,,Resale,,73.7,[],True
3 BHK Builder Floor for Sale in DLF Cyber City Gurgaon,2.23 Cr,2500 sqft,https://www.magicbricks.com/dlf-city-plot-phase-2-cyber-city-gurgaon-pdpid-4d4235303934333039,5,8,2025-08-11 12:26:28.155801,"Posted: Aug 05, '25",,3,,3 BHK,Semi-Furnished,Read more,,DLF City Plot Phase 2,Ready to Move,,,,Resale,,78.9,[],True
3 BHK Apartment for Sale in Sector 66 Gurgaon,4 Cr,2900 sqft,https://www.magicbricks.com/smartworld-the-edition-sector-66-gurgaon-pdpid-4d4235343137383733,5,11,2025-08-11 12:26:28.158367,Updated 4 days ago,2025-08-07 12:26:28.157456,3,,3 BHK,Furnished,17 out of 41,,Smartworld The Edition,,North,2 Covered,Freehold,Resale,"Pool, Garden/Park",100.0,[],True
3 BHK Apartment for Sale in Sector 36A Gurgaon,5.30 Cr,1800 sqft,https://www.magicbricks.com/krisumi-waterside-residences-sector-36a-gurgaon-pdpid-4d4235343231343833,5,13,2025-08-11 12:26:28.160814,Updated 3 days ago,2025-08-08 12:26:28.159670,3,2,3 BHK,Semi-Furnished,23 out of 28,,Krisumi Waterside Residences,Ready to Move,East,,Freehold,New Property,"Garden/Park, Pool, Main Road",105.3,[],True
3 BHK Apartment for Sale in Sector 102 Gurgaon,2.15 Cr,1569 sqft,https://www.magicbricks.com/adani-m2k-oyster-grande-sector-102-gurgaon-pdpid-4d4235303836323032,5,14,2025-08-11 12:26:28.162511,Updated 3 days ago,2025-08-08 12:26:28.161495,3,3,3 BHK,Unfurnished,15 out of 21,,Adani M2K Oyster Grande,Ready to Move,North - East,,Freehold,New Property,Garden/Park,105.3,[],True
3 BHK Apartment for Sale in Dwarka Expressway Gurgaon,1.25 Cr,1550 sqft,https://www.magicbricks.com/vatika-one-express-city-dwarka-expressway-gurgaon-pdpid-4d4235303430313038,5,15,2025-08-11 12:26:28.163737,Updated 4 days ago,2025-08-07 12:26:28.162990,3,3,3 BHK,Semi-Furnished,1 out of 2,,Vatika One Express City,,,,,New Property,,84.2,[],True
4 BHK Apartment for Sale in Sector 48 Gurgaon,16 Cr,3931 sqft,https://www.magicbricks.com/central-park-resorts-sky-villas-sector-48-gurgaon-pdpid-4d4235313836303435,5,16,2025-08-11 12:26:28.165513,Updated 5 days ago,2025-08-06 12:26:28.164567,6,4,4 BHK,Semi-Furnished,6 out of 17,,Central Park Resorts Sky Villas,Ready to Move,,2 Covered,Freehold,Resale,Garden/Park,105.3,[],True
"2 BHK Apartment for Sale in Sector 37C, Delhi Gurgaon Expressway Gurgaon",60 Lac,670 sqft,https://www.magicbricks.com/imperia-shopping-central-sector-37c-gurgaon-pdpid-4d4235333334313437,5,17,2025-08-11 12:26:28.167283,Updated 5 days ago,2025-08-06 12:26:28.166425,2,,2 BHK,Unfurnished,12 out of 12,,Imperia Shopping Central,Ready to Move,,450 Open,,Resale,,89.5,[],True
1 BHK Apartment for Sale in Sector 63 Gurgaon,1.20 Cr,600 sqft,https://www.magicbricks.com/baani-city-center-sector-63-gurgaon-pdpid-4d4235303233343338,5,18,2025-08-11 12:26:28.168904,Updated 5 days ago,2025-08-06 12:26:28.167892,1,2,1 BHK,Furnished,4 out of 10,,Baani City Center,Ready to Move,East,,Freehold,New Property,Pool,105.3,[],True
3 BHK Builder Floor for Sale in Sector 36 Sohna Gurgaon,1.30 Cr,1120 sqft,https://www.magicbricks.com/signature-global-park-4-and-5-sohna-sector-36-gurgaon-pdpid-4d4235323036343435,5,19,2025-08-11 12:26:28.170490,Updated 6 days ago,2025-08-05 12:26:28.169512,2,4,3 BHK,Unfurnished,2 out of 4,,Signature Global Park 4 and 5,Ready to Move,East,1 Covered,Freehold,Resale,Main Road,110.5,[],True
4 BHK Apartment for Sale in Sector 52 Gurgaon,3.25 Cr,2015 sqft,https://www.magicbricks.com/green-homes-sector-52-gurgaon-pdpid-4d4235313730353839,5,20,2025-08-11 12:26:28.172211,Updated 3 days ago,2025-08-08 12:26:28.171060,3,3,4 BHK,Furnished,5 out of 10,,Green Homes,Ready to Move,South -West,"1 Covered,",Freehold,Resale,"Garden/Park, Main Road",110.5,[],True
3 BHK Apartment for Sale in Sector 109 Gurgaon,3.60 Cr,2585 sqft,https://www.magicbricks.com/ats-tourmaline-sector-109-gurgaon-pdpid-4d4235303238353635,5,22,2025-08-11 12:26:28.174117,Updated 6 days ago,2025-08-05 12:26:28.173308,4,,3 BHK,Unfurnished,4 out of 27,,ATS Tourmaline,Ready to Move,,,,Resale,,84.2,[],True
3 BHK Apartment for Sale in Sector 109 Gurgaon,3.10 Cr,2095 sqft,https://www.magicbricks.com/ats-kocoon-sector-109-gurgaon-pdpid-4d4235303233353339,5,23,2025-08-11 12:26:28.175338,Updated yesterday,2025-08-10 12:00:00.000000,4,,3 BHK,Semi-Furnished,7 out of 25,,ATS Kocoon,Ready to Move,,,,Resale,,84.2,[],True
9 BHK House for Sale in Sushant Lok 1 Block E Gurgaon,4.03 Cr,375 sqyrd,https://www.magicbricks.com/ansal-sushant-lok-i-sushant-lok-1-block-e-gurgaon-pdpid-4d4235323836303037,5,25,2025-08-11 12:26:28.176870,"Posted: Aug 05, '25",,10,,9 BHK,Furnished,,,Ansal Sushant Lok I,Ready to Move,,,,Resale,,73.7,[],True
3 BHK Apartment for Sale in Sector 36 Sohna Gurgaon,1.05 Cr,1081 sqft,https://www.magicbricks.com/signature-global-park-4-and-5-sohna-sector-36-gurgaon-pdpid-4d4235323036343435,5,29,2025-08-11 12:26:28.180056,Updated 6 days ago,2025-08-05 12:26:28.179139,2,3,3 BHK,Semi-Furnished,2 out of 4,,Signature Global Park 4 and 5,Ready to Move,,,Co-operative Society,Resale,,94.7,[],True
